ID Cliente,Data Venda,ID Produto,Preço Produto
164,25/01/2023,65,204.89
46,10/11/2023,64,36.0
140,06/06/2023,64,803.49
101,24/11/2023,65,481.24
196,07/01/2024,97,78.92
6,12/02/2024,87,223.45
23,25/02/2023,76,959.99
65,01/06/2023,164,980.61
96,10/04/2023,32,126.12
65,23/07/2023,66,876.72
78,23/06/2023,97,424.57
170,20/10/2023,98,220.28
105,11/06/2023,64,351.31
64,01/04/2023,87,589.88
12,16/02/2023,138,240.66
46,15/11/2023,105,51.97
16,07/01/2024,93,195.98
45,07/03/2023,66,290.85
98,09/03/2024,32,97.79
191,27/06/2023,32,654.71
98,20/05/2023,53,884.11
191,23/01/2023,64,365.19
88,30/08/2023,43,768.58
177,18/02/2023,42,337.57
34,14/08/2023,183,722.1
10,30/03/2023,51,377.08
22,13/02/2024,87,856.76
128,24/05/2023,87,837.63
78,18/03/2024,66,799.14
98,20/01/2023,64,633.57
99,15/07/2023,64,369.74
16,30/07/2023,23,531.48
112,08/10/2023,64,897.17
155,30/03/2024,140,656.84
157,01/11/2023,4,341.39
28,10/03/2023,44,585.45
30,30/01/2024,121,658.06
23,30/05/2023,191,37.21
11,14/08/2023,195,371.63
167,24/02/2023,64,771.8
47,11/12/2023,65,702.37
98,09/01/2023,32,230.14
88,17/03/2023,152,454.84
64,31/07/2023,32,543.04
34,02/04/2023,4,966.07
106,10/02/2024,64,768.23
106,10/04/2023,65,590.28
154,11/01/2023,51,103.07
136,05/04/2024,29,835.95
185,06/10/2023,133,542.65
118,21/02/2023,174,592.56
105,01/01/2023,197,298.36
117,21/04/2023,97,751.68
157,29/12/2023,172,453.95
67,09/10/2023,135,95.26
34,06/07/2023,65,492.86
101,20/05/2023,142,638.37
183,20/10/2023,69,452.59
166,04/01/2023,157,160.59
98,05/04/2024,28,928.39
88,01/01/2023,32,438.16
67,12/02/2023,64,945.07
198,18/05/2023,102,571.63
68,12/09/2023,8,132.81
79,01/05/2023,64,768.7
78,26/01/2023,97,765.54
16,12/01/2024,120,160.92
34,19/01/2024,199,867.55
34,22/09/2023,64,822.97
68,20/04/2023,50,980.65
114,27/03/2023,191,25.21
72,19/01/2024,66,426.66
160,20/01/2023,66,854.06
6,24/07/2023,66,837.42
88,31/08/2023,87,404.31
57,11/08/2023,112,748.89
46,09/07/2023,87,505.94
46,02/03/2024,87,412.67
128,18/09/2023,32,199.32
46,01/06/2023,136,69.54
68,13/04/2024,107,321.13
105,17/02/2024,89,926.41
65,16/04/2023,64,787.02
64,26/06/2023,66,120.4
41,09/09/2023,87,786.78
2,11/12/2023,102,262.25
110,19/08/2023,87,281.29
46,21/06/2023,79,209.26
95,18/05/2023,182,246.98
64,20/02/2023,97,758.45
80,01/12/2023,64,785.62
98,17/03/2024,105,440.14
38,29/12/2023,44,848.56
68,24/11/2023,168,751.46
68,28/03/2023,155,132.93
50,28/02/2024,65,806.53
32,06/06/2023,86,426.71
104,27/10/2023,66,489.8
33,17/12/2023,114,129.57
97,03/03/2024,87,758.7
98,25/10/2023,64,579.42
35,17/03/2024,142,812.51
67,29/09/2023,97,325.03
192,29/03/2023,113,549.31
192,20/01/2024,91,457.57
4,29/10/2023,66,525.72
109,03/12/2023,32,360.25
101,17/11/2023,8,580.14
78,09/04/2024,64,984.99
61,10/01/2023,97,287.31
98,15/12/2023,97,935.31
17,21/04/2023,87,876.48
186,13/02/2023,129,176.29
100,08/10/2023,32,631.07
133,03/02/2023,104,406.0
120,14/09/2023,104,972.97
15,23/01/2024,66,684.42
41,19/12/2023,65,185.9
106,27/02/2023,56,83.72
51,20/10/2023,25,198.59
106,09/08/2023,2,866.14
160,29/06/2023,29,707.69
68,02/11/2023,66,219.65
178,26/11/2023,97,261.66
98,07/05/2023,51,145.3
100,11/05/2023,87,628.71
43,28/12/2023,64,263.84
156,07/09/2023,55,627.37
63,01/10/2023,64,73.51
131,18/12/2023,44,508.32
184,26/03/2024,65,599.09
98,16/11/2023,68,81.18
98,09/06/2023,86,433.5
190,14/02/2023,64,560.05
84,20/06/2023,66,181.74
144,16/05/2023,195,428.59
183,24/01/2024,32,114.64
183,01/11/2023,195,234.59
14,17/06/2023,125,668.73
78,06/07/2023,65,564.32
13,18/04/2023,65,693.51
109,09/01/2024,140,429.43
59,10/12/2023,154,57.32
186,18/03/2024,99,259.95
3,11/02/2023,87,921.42
61,23/12/2023,5,699.69
98,04/08/2023,87,465.91
198,29/08/2023,143,218.82
144,21/02/2023,87,246.12
68,09/05/2023,97,908.54
71,20/12/2023,175,330.46
46,02/09/2023,66,330.43
179,05/04/2023,110,836.19
35,10/01/2024,79,498.51
31,23/06/2023,41,880.02
32,03/12/2023,64,436.81
59,07/09/2023,27,949.2
59,29/02/2024,97,280.12
188,17/01/2023,77,213.61
65,06/05/2023,87,481.82
98,12/02/2023,88,38.18
150,12/07/2023,32,594.43
152,11/04/2023,152,607.41
153,05/04/2023,99,231.51
23,31/01/2024,45,985.01
75,04/01/2023,87,584.29
104,09/03/2024,89,790.56
67,27/03/2023,32,784.28
55,09/11/2023,97,242.78
106,26/03/2023,97,638.07
78,01/07/2023,66,277.48
98,15/06/2023,42,290.91
46,17/01/2023,18,45.71
46,27/02/2023,97,601.03
153,29/12/2023,54,639.96
162,29/09/2023,33,102.59
21,31/03/2023,46,612.34
65,29/08/2023,32,750.75
88,04/11/2023,87,282.42
57,23/04/2023,32,680.4
75,13/01/2024,65,146.26
77,17/04/2024,114,638.0
116,03/11/2023,102,982.26
57,31/07/2023,43,182.16
167,15/06/2023,16,503.4
98,12/01/2023,65,794.83
163,01/03/2024,126,189.25
34,15/11/2023,87,722.0
72,17/03/2023,72,458.48
13,19/03/2024,172,611.56
104,03/07/2023,66,411.54
12,25/11/2023,87,80.57
172,12/04/2023,97,607.93
68,22/02/2023,97,509.21
46,08/01/2023,64,742.03
159,05/04/2024,64,134.55
198,10/02/2023,171,149.44
8,12/02/2023,64,495.53
33,30/09/2023,87,876.26
137,20/10/2023,170,230.04
140,26/04/2024,168,212.39
192,02/01/2024,66,302.57
105,20/10/2023,156,653.05
10,21/01/2023,87,380.02
57,18/04/2023,66,153.98
119,10/03/2023,64,579.13
156,17/03/2023,182,159.3
156,07/07/2023,107,958.79
55,22/12/2023,192,740.95
86,23/01/2024,68,727.56
65,30/01/2024,66,713.75
65,06/02/2024,33,389.24
75,23/10/2023,87,111.84
158,21/03/2023,141,552.61
140,15/09/2023,62,507.64
141,17/02/2024,97,193.21
64,04/07/2023,97,170.58
176,31/03/2024,69,879.85
89,08/07/2023,32,735.05
46,11/06/2023,64,22.8
145,26/08/2023,32,998.71
174,27/03/2024,81,887.03
142,16/03/2023,42,713.19
151,23/09/2023,64,224.5
68,27/09/2023,65,441.3
72,17/02/2024,35,898.07
176,29/12/2023,188,55.77
99,19/02/2024,64,648.88
139,12/02/2024,130,325.93
13,10/03/2024,87,177.41
75,09/05/2023,180,432.61
154,19/02/2023,94,207.41
78,04/05/2023,97,974.01
75,15/12/2023,65,608.58
35,10/02/2023,65,677.04
88,18/03/2023,97,509.08
20,17/12/2023,97,87.85
104,27/01/2023,64,797.94
68,28/07/2023,87,58.67
64,15/02/2023,87,544.83
189,13/02/2024,152,119.68
129,07/02/2024,99,758.84
75,17/09/2023,32,222.03
46,28/05/2023,54,533.18
118,25/06/2023,97,285.92
42,15/04/2024,65,265.56
5,28/03/2024,65,606.97
2,13/03/2024,32,795.63
176,08/07/2023,94,203.21
117,21/07/2023,79,587.85
35,07/01/2023,104,781.39
68,21/03/2023,125,693.43
94,13/12/2023,137,476.45
84,03/02/2024,64,434.46
127,30/12/2023,66,593.19
128,04/04/2023,97,664.41
50,20/12/2023,66,647.01
65,20/03/2023,65,387.9
79,02/10/2023,186,633.47
137,06/12/2023,97,520.52
65,11/11/2023,170,817.08
78,26/03/2024,65,231.23
61,23/12/2023,93,729.92
106,20/06/2023,118,72.61
181,02/05/2023,56,970.02
99,27/04/2023,39,783.03
98,26/01/2024,108,141.8
105,01/05/2023,97,126.27
34,15/07/2023,8,679.65
14,09/06/2023,119,751.96
96,02/03/2024,64,210.57
157,24/08/2023,91,284.42
175,25/06/2023,176,797.65
139,29/10/2023,64,968.94
127,13/03/2023,91,970.57
113,13/07/2023,87,431.2
46,10/04/2023,57,617.65
33,25/11/2023,11,845.66
24,18/04/2024,186,746.11
1,17/03/2024,32,394.79
68,26/02/2024,94,384.4
75,22/08/2023,161,918.66
105,27/11/2023,149,272.73
30,15/02/2023,97,407.2
76,16/09/2023,65,623.34
75,19/02/2024,4,425.01
45,06/07/2023,165,888.03
68,16/08/2023,23,712.66
78,20/09/2023,108,419.18
88,17/07/2023,11,835.22
66,08/02/2023,32,279.83
149,10/01/2024,111,165.49
78,08/06/2023,53,712.42
146,07/01/2024,38,648.82
71,25/07/2023,92,572.51
37,24/08/2023,65,348.2
118,26/02/2023,87,775.36
19,20/02/2024,44,307.13
17,03/06/2023,82,341.07
38,23/01/2023,64,216.5
129,05/08/2023,87,705.58
152,12/09/2023,39,730.49
101,15/10/2023,97,163.62
98,12/02/2024,37,212.43
68,30/03/2024,97,589.07
168,02/10/2023,28,563.32
66,17/06/2023,32,313.68
27,28/04/2023,188,573.35
43,15/11/2023,64,698.48
73,07/07/2023,189,257.35
98,30/08/2023,64,666.45
105,23/09/2023,87,374.88
17,04/09/2023,97,925.13
142,07/11/2023,124,114.25
134,12/01/2024,125,595.16
173,25/02/2023,66,864.77
13,30/01/2023,97,41.97
40,25/08/2023,111,346.95
176,27/04/2024,65,287.52
174,03/10/2023,87,211.04
67,12/05/2023,20,459.01
107,09/10/2023,66,952.83
126,03/07/2023,74,355.79
65,13/06/2023,23,444.19
105,15/01/2024,9,887.17
171,18/03/2023,32,854.58
64,03/02/2023,65,775.37
67,03/01/2024,55,995.96
65,09/05/2023,69,596.36
46,14/01/2024,106,326.34
183,29/06/2023,61,21.83
45,15/01/2023,196,881.33
98,11/10/2023,32,660.88
67,25/03/2023,127,984.85
98,07/03/2024,65,638.61
40,12/01/2023,77,546.72
104,24/02/2023,137,174.71
104,16/03/2024,64,500.27
46,27/05/2023,104,402.04
45,13/11/2023,65,873.87
103,13/08/2023,103,147.73
99,24/06/2023,65,369.59
161,04/09/2023,198,480.11
68,11/01/2024,172,252.0
86,22/08/2023,32,241.15
97,12/05/2023,97,163.72
88,02/06/2023,65,198.64
199,22/01/2023,187,120.44
12,19/10/2023,187,717.05
105,04/01/2024,106,301.49
162,10/02/2023,65,493.03
46,07/10/2023,97,988.9
42,24/03/2023,97,358.0
159,01/04/2024,129,588.38
122,28/11/2023,66,212.2
49,06/02/2024,32,747.2
52,02/03/2024,14,78.82
67,21/04/2023,66,98.67
35,18/10/2023,112,937.74
75,15/02/2024,65,396.33
105,30/04/2023,176,397.1
186,08/10/2023,195,97.06
46,04/02/2024,65,644.58
35,25/06/2023,87,756.26
75,30/01/2024,187,352.99
26,06/10/2023,65,823.52
107,09/04/2023,64,774.09
166,17/12/2023,32,510.62
20,30/07/2023,32,353.18
161,26/10/2023,59,193.6
104,01/04/2023,104,801.33
98,12/02/2023,64,586.31
104,11/03/2023,65,205.03
173,25/07/2023,156,876.42
89,20/07/2023,97,297.26
147,07/04/2024,64,485.21
129,20/01/2023,7,820.35
106,10/01/2023,32,96.97
148,21/07/2023,87,941.18
69,14/03/2023,65,455.48
93,31/08/2023,37,391.54
46,31/01/2023,46,961.02
85,01/08/2023,12,101.22
105,17/06/2023,65,845.92
136,17/12/2023,65,627.57
110,13/03/2023,36,837.21
88,06/12/2023,58,921.35
45,01/07/2023,66,950.0
75,22/01/2023,162,882.91
53,15/09/2023,165,930.66
106,07/11/2023,87,592.58
141,08/12/2023,34,87.26
185,03/01/2023,64,352.96
59,03/02/2023,91,380.16
98,22/07/2023,97,995.44
171,16/03/2023,142,406.36
98,02/06/2023,32,622.45
65,02/07/2023,104,145.19
181,29/03/2023,66,660.11
34,11/02/2023,60,780.23
78,30/10/2023,113,201.29
75,22/02/2023,21,544.58
78,08/08/2023,32,821.21
59,07/01/2024,198,928.44
104,29/01/2023,69,17.21
88,19/01/2023,162,330.2
60,29/10/2023,66,178.35
99,06/03/2024,114,850.13
104,10/08/2023,97,983.49
46,10/04/2023,87,65.64
65,09/10/2023,32,325.02
75,02/10/2023,69,914.39
198,09/03/2024,65,335.79
107,19/11/2023,68,433.14
98,24/10/2023,53,998.79
78,04/07/2023,87,722.45
68,29/10/2023,64,245.71
98,15/02/2024,158,203.84
79,21/10/2023,87,790.06
45,22/04/2024,28,605.34
80,07/09/2023,183,697.54
69,04/08/2023,32,663.04
100,13/02/2024,65,307.58
101,26/03/2024,115,260.66
178,10/07/2023,67,319.76
74,01/07/2023,26,73.43
35,05/06/2023,14,471.99
44,11/10/2023,32,221.95
30,25/06/2023,97,785.26
98,25/12/2023,65,481.15
7,19/02/2024,64,598.69
75,30/04/2023,32,163.37
162,25/02/2024,119,488.12
78,04/01/2024,96,502.38
91,03/01/2024,77,158.37
58,26/03/2023,32,104.61
103,17/05/2023,97,997.36
34,20/02/2023,68,627.84
68,17/09/2023,64,693.51
64,08/11/2023,120,144.65
105,11/05/2023,97,802.81
109,28/02/2024,66,875.52
49,31/05/2023,66,527.31
87,01/08/2023,32,912.39
156,11/03/2023,141,430.24
98,28/07/2023,66,97.69
20,20/08/2023,63,789.52
78,28/01/2024,139,840.08
76,28/12/2023,66,587.59
104,29/04/2024,65,607.05
75,08/12/2023,36,116.57
194,31/03/2024,64,539.74
78,18/10/2023,64,908.01
171,24/02/2024,32,626.23
43,26/04/2023,64,847.1
64,21/06/2023,13,618.32
88,26/01/2023,164,231.4
36,23/04/2023,28,963.32
83,10/12/2023,97,835.27
159,15/02/2023,121,580.94
166,16/04/2024,97,77.66
168,16/03/2023,97,72.87
127,18/01/2024,64,806.67
193,24/03/2023,193,753.95
98,26/03/2024,65,654.22
99,08/03/2024,64,917.25
34,30/03/2023,97,625.48
138,24/01/2024,37,353.3
114,08/05/2023,13,18.62
74,30/03/2024,66,110.59
150,09/08/2023,64,657.95
40,28/05/2023,32,179.74
131,29/08/2023,66,286.6
44,05/06/2023,121,221.38
35,01/09/2023,65,807.08
103,25/03/2024,65,886.29
67,22/10/2023,52,694.82
46,01/05/2023,65,631.62
37,26/10/2023,97,217.84
32,18/05/2023,32,928.63
74,06/08/2023,87,743.23
31,05/05/2023,66,276.75
157,09/03/2024,65,821.18
64,02/02/2023,32,816.22
174,06/02/2024,122,868.23
183,30/08/2023,170,281.21
44,13/05/2023,97,216.7
35,11/01/2024,154,212.14
45,01/01/2024,65,573.8
98,26/09/2023,67,503.31
46,27/08/2023,161,409.93
194,19/03/2023,32,46.97
45,01/12/2023,70,663.89
98,02/04/2023,64,471.34
80,08/05/2023,66,696.04
39,08/01/2023,90,795.71
105,19/02/2024,97,891.64
104,25/01/2023,32,983.43
59,19/01/2024,31,764.97
104,19/03/2023,16,411.98
56,12/04/2024,29,42.24
106,08/04/2023,18,110.6
104,08/08/2023,87,598.88
105,05/10/2023,164,915.31
31,27/05/2023,32,651.64
46,20/01/2024,157,676.85
172,18/07/2023,32,706.4
104,29/08/2023,198,937.83
75,04/12/2023,56,800.96
129,02/03/2023,6,954.73
33,29/04/2023,32,70.52
35,25/10/2023,87,826.43
180,13/02/2024,64,668.39
46,04/05/2023,97,520.06
1,21/10/2023,118,94.84
68,31/07/2023,65,79.2
42,05/11/2023,123,151.91
98,14/08/2023,32,267.46
45,16/01/2024,121,27.95
100,03/06/2023,34,198.61
141,08/07/2023,87,585.64
68,08/03/2024,87,421.76
98,27/06/2023,173,177.73
34,13/05/2023,133,790.3
182,13/03/2023,97,670.58
117,28/10/2023,178,199.6
191,02/06/2023,48,360.29
64,11/01/2023,22,925.62
56,17/03/2024,192,887.53
67,05/05/2023,64,31.75
106,17/02/2023,60,340.74
37,07/03/2024,65,930.34
105,02/02/2024,32,559.49
82,16/06/2023,66,971.52
65,17/10/2023,122,781.27
168,20/06/2023,65,554.72
170,21/09/2023,164,601.15
78,01/09/2023,16,432.66
108,18/06/2023,54,683.92
67,21/06/2023,21,474.76
185,14/01/2024,101,203.96
165,17/02/2023,64,586.24
67,08/01/2024,170,696.78
45,08/05/2023,174,657.76
36,05/03/2024,51,28.64
49,25/04/2024,97,494.71
54,05/02/2023,66,56.46
53,10/09/2023,57,705.48
169,17/03/2023,97,922.1
75,23/03/2023,32,988.64
93,26/03/2023,65,992.92
65,05/06/2023,193,58.73
67,23/09/2023,112,19.44
98,06/11/2023,165,278.0
18,10/11/2023,87,567.04
62,15/11/2023,58,817.4
99,27/10/2023,34,679.86
45,12/03/2024,141,829.35
102,23/10/2023,109,421.58
75,28/05/2023,64,259.56
153,07/06/2023,184,595.17
8,15/12/2023,87,697.72
9,06/06/2023,183,360.59
164,06/02/2023,107,246.21
69,05/11/2023,57,295.98
105,25/02/2023,64,981.58
70,21/06/2023,87,363.0
28,15/01/2023,32,472.9
36,11/01/2023,97,888.65
130,06/05/2023,64,460.42
149,02/05/2023,87,582.81
8,07/05/2023,97,697.22
186,28/05/2023,66,742.37
30,02/03/2024,100,281.05
105,19/01/2023,87,559.75
90,25/01/2024,151,582.15
98,02/08/2023,97,798.4
46,28/06/2023,66,303.87
64,21/01/2023,22,867.67
64,28/10/2023,64,475.63
78,21/02/2023,66,842.24
78,30/03/2024,64,72.93
9,30/01/2024,167,577.44
78,04/01/2024,97,639.87
122,01/08/2023,64,256.31
104,22/09/2023,198,642.79
65,05/06/2023,66,728.42
64,20/09/2023,32,39.03
5,11/07/2023,64,368.4
26,04/02/2024,32,271.86
138,06/01/2024,97,138.25
194,22/03/2023,87,970.18
183,01/03/2024,137,71.15
104,25/05/2023,87,110.72
106,13/05/2023,61,864.37
39,06/06/2023,16,664.78
11,15/11/2023,159,943.73
61,11/07/2023,167,638.79
177,26/02/2023,159,900.57
17,01/02/2024,9,135.34
127,23/09/2023,120,699.18
171,17/10/2023,96,630.24
105,24/02/2023,32,929.79
14,09/03/2024,64,165.64
161,07/01/2024,153,506.88
52,25/04/2023,164,792.6
35,15/03/2024,164,862.2
186,24/01/2024,97,627.7
161,12/01/2024,192,775.89
104,03/01/2024,114,988.18
30,15/03/2023,121,85.54
56,18/02/2024,32,825.06
88,26/08/2023,38,196.59
78,02/04/2023,102,827.26
175,01/02/2023,81,325.19
105,08/03/2024,64,778.34
3,19/02/2023,64,319.93
149,26/05/2023,66,868.06
105,21/07/2023,97,134.63
47,14/07/2023,32,942.3
53,19/09/2023,64,982.26
67,16/09/2023,173,621.44
177,28/09/2023,65,769.27
100,24/04/2023,2,445.1
158,27/11/2023,64,454.14
80,30/08/2023,66,659.78
192,01/04/2024,85,599.09
125,01/02/2023,87,434.36
155,10/07/2023,15,680.55
159,12/04/2024,106,942.05
152,03/09/2023,64,21.62
194,28/01/2023,41,768.48
68,29/03/2024,9,227.64
84,09/02/2023,97,787.91
51,03/03/2024,87,291.87
98,19/01/2024,114,792.61
183,10/04/2024,97,305.82
35,07/09/2023,97,92.5
141,13/02/2023,122,85.99
62,14/04/2023,189,732.24
68,04/08/2023,16,736.85
167,07/10/2023,87,387.75
98,02/07/2023,175,784.59
64,18/05/2023,81,769.62
65,06/03/2024,64,307.44
28,12/04/2023,64,449.68
34,04/04/2024,66,783.24
73,22/07/2023,32,843.55
165,19/08/2023,87,525.41
153,27/09/2023,183,62.8
106,08/03/2024,65,134.2
33,02/12/2023,32,382.79
104,11/10/2023,40,190.52
106,17/07/2023,157,228.38
25,12/12/2023,97,713.4
75,12/10/2023,32,951.0
45,09/10/2023,170,535.52
14,07/04/2024,65,221.79
59,02/01/2023,66,198.0
184,11/06/2023,51,405.76
6,03/04/2024,85,813.34
64,11/09/2023,97,534.39
75,05/04/2023,195,314.35
158,19/01/2023,35,464.17
20,28/02/2023,87,678.09
105,27/01/2023,87,845.88
155,23/03/2023,87,202.13
3,22/01/2023,193,276.57
45,13/03/2024,97,768.75
99,11/06/2023,32,574.46
171,30/03/2023,32,182.43
74,28/01/2023,198,364.82
128,22/09/2023,64,656.86
34,27/04/2023,97,858.63
185,03/09/2023,152,584.38
74,15/05/2023,186,474.02
152,14/01/2024,147,198.97
21,06/06/2023,193,853.26
56,24/05/2023,97,987.24
109,26/08/2023,64,202.6
120,26/01/2023,67,127.95
48,11/07/2023,77,920.01
154,26/03/2024,32,829.97
127,26/05/2023,2,84.83
150,05/11/2023,175,899.35
34,16/08/2023,101,805.24
68,11/02/2023,50,326.56
22,25/02/2024,97,207.5
147,19/06/2023,64,65.48
68,31/01/2024,181,391.12
107,02/11/2023,8,491.3
114,09/04/2024,65,217.84
115,15/11/2023,197,236.35
119,23/01/2024,87,165.08
34,10/01/2024,157,794.05
45,04/01/2024,66,96.09
131,10/12/2023,87,456.8
92,31/01/2024,32,529.28
98,15/07/2023,46,251.09
39,24/05/2023,11,259.17
49,08/03/2024,65,853.85
199,27/08/2023,32,445.0
98,09/12/2023,65,142.58
162,15/01/2023,66,870.11
78,12/11/2023,65,790.48
42,25/01/2023,111,898.72
162,22/03/2024,63,741.51
99,22/03/2024,64,499.94
84,11/12/2023,65,394.76
98,29/11/2023,147,418.02
35,19/02/2023,45,573.81
78,15/12/2023,104,643.09
98,13/07/2023,118,337.83
10,18/04/2023,32,731.26
106,08/12/2023,65,383.0
162,24/03/2024,97,465.43
98,21/05/2023,32,579.1
54,09/04/2024,105,482.2
103,27/05/2023,134,578.69
45,03/05/2023,32,549.71
78,30/12/2023,190,351.05
138,21/02/2023,118,967.9
199,09/02/2023,116,238.36
68,19/09/2023,66,33.69
46,02/03/2023,39,924.86
34,29/01/2024,105,718.3
149,05/08/2023,64,518.17
148,18/11/2023,65,933.75
34,25/03/2023,66,803.2
78,27/01/2024,20,477.22
73,13/11/2023,66,545.06
147,20/01/2024,32,963.16
106,05/10/2023,87,215.78
59,10/06/2023,93,373.5
18,20/07/2023,87,612.08
176,09/12/2023,101,559.09
78,12/01/2023,32,438.59
105,14/10/2023,66,921.95
22,16/08/2023,32,700.91
184,24/04/2023,140,692.34
99,20/02/2023,14,606.47
67,12/02/2024,65,732.95
29,01/02/2024,65,687.91
78,11/12/2023,48,161.95
153,19/01/2023,156,635.31
102,30/03/2024,162,968.4
105,17/03/2023,87,36.82
68,01/11/2023,177,275.61
34,26/09/2023,80,726.32
68,04/03/2023,66,535.53
57,10/05/2023,187,806.96
104,15/08/2023,157,916.83
104,28/11/2023,64,893.8
109,04/12/2023,23,493.09
196,23/03/2023,32,685.09
98,25/09/2023,65,49.25
169,24/01/2023,64,906.77
62,29/03/2023,64,414.28
66,20/02/2023,64,24.61
99,24/05/2023,32,239.69
185,03/09/2023,66,309.88
92,11/03/2024,74,383.06
104,16/12/2023,17,326.59
108,14/01/2023,97,126.03
99,10/01/2023,113,605.2
98,07/11/2023,167,875.67
34,18/12/2023,64,657.53
68,12/11/2023,97,56.03
75,30/05/2023,65,827.37
99,17/02/2023,178,963.19
64,14/07/2023,97,378.6
163,24/02/2023,145,629.55
174,20/06/2023,97,46.76
115,29/02/2024,32,599.03
98,20/08/2023,66,721.94
68,23/03/2024,64,52.66
99,18/11/2023,178,360.87
106,16/10/2023,97,178.67
192,06/01/2024,68,331.85
79,01/02/2024,99,712.77
64,21/01/2023,126,622.13
117,15/09/2023,75,185.1
10,08/05/2023,87,202.13
70,13/05/2023,87,644.65
24,06/03/2024,8,487.11
80,12/04/2024,66,311.48
106,22/01/2023,117,345.73
140,13/10/2023,87,837.72
34,02/07/2023,87,519.72
67,24/02/2023,32,276.1
91,13/08/2023,132,698.22
68,06/05/2023,64,875.64
194,29/02/2024,166,402.89
84,25/03/2023,106,609.45
35,14/02/2023,195,971.11
35,06/01/2023,64,965.52
35,03/01/2024,66,172.29
32,25/04/2024,112,527.52
99,30/03/2023,184,204.79
181,17/11/2023,32,13.16
105,10/12/2023,66,779.17
8,29/04/2023,68,315.4
2,10/06/2023,97,524.46
70,04/01/2023,97,796.22
46,03/04/2023,45,100.52
34,10/07/2023,188,96.12
98,11/09/2023,200,251.41
122,20/05/2023,64,799.36
167,15/11/2023,65,568.06
65,17/07/2023,64,480.47
34,29/09/2023,55,241.65
67,06/08/2023,36,946.71
71,01/12/2023,97,563.63
88,06/10/2023,16,210.78
45,27/05/2023,42,98.48
88,11/07/2023,71,915.34
34,21/02/2023,97,694.39
42,02/03/2023,65,525.12
181,11/05/2023,131,403.57
154,28/07/2023,97,596.43
26,09/08/2023,87,78.9
156,02/02/2023,12,353.6
105,18/01/2024,65,574.85
88,22/03/2023,136,235.83
35,24/04/2023,121,279.38
30,22/03/2023,66,510.36
133,27/11/2023,66,926.99
63,25/02/2024,83,255.43
105,26/05/2023,65,80.02
191,28/11/2023,132,965.96
51,17/05/2023,32,126.48
98,08/12/2023,64,770.08
35,16/12/2023,65,759.12
67,20/11/2023,97,301.48
16,30/01/2024,66,981.35
78,23/04/2024,66,934.52
74,03/07/2023,38,179.15
104,04/03/2023,66,772.28
104,27/03/2023,97,397.32
31,20/01/2023,32,376.47
104,26/11/2023,87,786.91
180,31/12/2023,87,183.12
50,13/02/2023,88,104.79
98,13/05/2023,19,819.48
197,19/06/2023,64,69.98
24,13/01/2024,54,840.26
105,29/10/2023,157,49.15
133,30/01/2023,37,803.03
143,30/06/2023,32,372.55
161,20/11/2023,87,763.8
106,05/03/2023,64,641.14
8,14/05/2023,87,23.05
105,28/04/2023,133,46.85
142,06/06/2023,66,684.28
45,17/02/2023,64,831.1
98,03/05/2023,112,460.19
78,13/10/2023,20,575.94
174,27/03/2024,66,270.34
59,22/10/2023,66,506.15
45,22/09/2023,180,48.42
104,18/07/2023,71,800.96
65,21/09/2023,11,781.9
78,28/06/2023,102,536.43
61,21/03/2023,97,524.84
160,15/08/2023,97,338.11
178,02/10/2023,72,631.2
31,07/04/2023,97,738.77
120,16/05/2023,64,769.07
104,23/02/2023,194,903.74
14,01/08/2023,87,580.76
13,12/12/2023,87,370.92
187,15/09/2023,87,617.52
43,12/05/2023,66,862.89
99,28/07/2023,65,947.17
68,28/01/2024,32,299.49
68,18/09/2023,87,511.04
50,11/01/2024,64,623.56
40,30/07/2023,187,906.1
198,19/01/2023,1,662.92
140,09/01/2024,32,134.13
45,30/09/2023,146,808.49
178,13/07/2023,87,65.25
99,27/05/2023,118,477.55
99,09/04/2023,65,83.23
98,18/02/2023,167,190.71
149,17/01/2024,32,899.93
10,28/11/2023,66,623.65
45,23/11/2023,165,316.69
99,04/08/2023,120,730.79
16,11/10/2023,87,488.97
167,07/04/2024,65,173.77
113,13/03/2023,108,761.46
132,18/05/2023,64,368.38
139,21/01/2023,87,635.69
75,26/04/2023,97,314.15
34,20/12/2023,32,445.65
52,31/05/2023,196,353.95
158,18/12/2023,87,164.76
161,29/01/2023,32,778.88
110,01/12/2023,97,598.73
46,13/12/2023,115,133.59
99,24/08/2023,65,884.24
105,13/01/2024,119,119.6
88,04/06/2023,97,494.49
65,16/04/2024,32,202.93
85,13/02/2023,14,630.67
8,23/12/2023,87,158.17
142,05/12/2023,87,767.44
156,21/03/2024,106,272.57
88,08/05/2023,108,856.47
75,12/02/2023,170,985.47
64,13/03/2024,90,54.36
168,04/12/2023,31,401.93
192,29/07/2023,190,771.51
98,22/01/2023,64,259.86
163,27/09/2023,102,170.51
196,28/01/2023,97,685.89
88,19/12/2023,87,425.23
14,12/03/2023,21,843.85
104,10/03/2024,32,459.2
99,12/07/2023,108,955.79
88,09/12/2023,34,443.79
45,01/05/2023,19,617.31
160,21/10/2023,27,449.39
99,30/07/2023,2,78.3
98,21/01/2023,100,275.31
69,02/04/2023,58,298.49
92,08/02/2023,135,715.29
105,23/12/2023,12,330.46
46,13/02/2024,87,563.23
75,18/08/2023,64,46.27
